id,demand,date,temp_1,temp_night_1,wind_1,wind_night_1,ssrd_ratio_1,temp_2,temp_night_2,wind_2,wind_night_2,ssrd_ratio_2,temp_3,temp_night_3,wind_3,wind_night_3,ssrd_ratio_3,temp_4,temp_night_4,wind_4,wind_night_4,ssrd_ratio_4,temp_5,temp_night_5,wind_5,wind_night_5,ssrd_ratio_5,temp_6,temp_night_6,wind_6,wind_night_6,ssrd_ratio_6,temp_7,temp_night_7,wind_7,wind_night_7,ssrd_ratio_7,temp_8,temp_night_8,wind_8,wind_night_8,ssrd_ratio_8,temp_9,temp_night_9,wind_9,wind_night_9,ssrd_ratio_9,temp_10,temp_night_10,wind_10,wind_night_10,ssrd_ratio_10,temp_11,temp_night_11,wind_11,wind_night_11,ssrd_ratio_11,temp_12,temp_night_12,wind_12,wind_night_12,ssrd_ratio_12,temp_13,temp_night_13,wind_13,wind_night_13,ssrd_ratio_13
22,228.1213632,21/01/2009,3.800458333,1.699708333,6.048451832,3.233636548,1.688884098,4.211,1.90475,6.415422531,3.202423127,1.673150902,3.640041667,1.608583333,5.937769555,3.042464436,1.669625467,3.054708333,1.336041667,5.307240461,2.576976258,1.521905962,3.800458333,1.699708333,6.048451832,3.233636548,1.688884098,2.921958333,1.405666667,5.421318389,2.513691214,1.698000909,3.649458333,1.75675,3.890774444,1.965866388,1.419348896,4.882375,2.053583333,6.299828715,3.531484121,1.633552506,5.136458333,2.351166667,6.00241867,3.12016052,1.56895996,6.006541667,3.148875,6.073856101,2.646552894,1.071407417,3.879333333,1.965916667,6.193349757,2.937346428,1.712073777,4.344916667,2.290666667,5.750516985,2.529922957,1.4933058,4.3375,2.444833333,5.511224958,2.30531795,1.230903248
23,205.3330684,22/01/2009,6.120208333,1.759166667,5.368248283,1.676283477,0.338180455,5.55,1.326125,5.094097353,1.500010024,0.777552264,4.6705,1,5.150902468,1.442415896,0.887988113,3.882375,0.935458333,5.058512158,1.350623943,1.230301582,6.120208333,1.759166667,5.368248283,1.676283477,0.338180455,3.644625,0.816541667,5.331634392,1.389899138,1.216398492,4.076708333,1.0715,4.937320955,1.172535513,1.520272,7.294166667,2.461375,5.746732566,1.737094796,0.431863263,7.164708333,2.335958333,4.606137171,1.407559384,0.658366843,7.284458333,2.410333333,4.188404732,1.114877109,1.263882846,5.05975,1.286041667,4.84036712,1.539512837,1.065167902,5.214333333,1.483291667,4.409872043,1.498358297,1.381448148,5.267208333,1.423416667,4.173125615,1.239470982,1.36601334
24,216.5564867,23/01/2009,3.049666667,0.36225,5.484546455,1.160447362,0.576678815,3.058333333,0.490083333,5.015846041,1.30656175,1.009284601,2.765416667,0.518166667,3.943202361,1.186080613,1.232685763,2.046125,0.487916667,4.39492414,1.748865377,1.220750304,3.049666667,0.36225,5.484546455,1.160447362,0.576678815,2.424541667,0.600791667,4.655889143,1.339369803,1.245725478,2.633458333,0.771791667,3.27446059,1.126364616,0.843356902,3.467125,0.317541667,5.400833766,0.946995277,0.73649483,3.463375,0.213791667,5.130158735,0.853896254,1.133457555,3.652916667,0.378958333,4.968164145,0.73202245,1.564817547,2.647875,0.295041667,4.780158057,1.070037324,1.181922531,3.082,0.40175,3.970506969,0.772059743,1.402557632,2.061958333,-0.2495,4.209752631,0.708673336,1.413947653
25,216.7659017,24/01/2009,3.188166667,1.53875,4.902978273,2.69110674,1.210795123,3.59325,1.574083333,5.375430362,2.863488078,1.183156033,2.596208333,1.009666667,4.568096545,2.460774361,1.318474298,1.812291667,0.507458333,4.620188226,2.011775127,1.225756409,3.188166667,1.53875,4.902978273,2.69110674,1.210795123,2.336458333,0.878333333,4.874257479,2.355714804,1.238564037,2.297666667,0.620375,3.70253791,1.538499735,1.45349928,3.970958333,2.0095,4.968595583,2.926510425,1.250826019,4.277625,2.110916667,5.112142385,3.118962507,1.269566088,5.564416667,2.514291667,5.937580266,3.550949562,1.260633344,3.434666667,1.541625,5.591697826,3.087580868,1.318922747,3.823083333,1.556125,4.921123135,2.850977823,1.369653641,3.683041667,1.768458333,5.137840794,3.0162243,1.345533906
26,203.6100026,25/01/2009,5.986833333,2.023875,5.426117299,1.487297192,0.397213274,5.8945,1.705958333,4.720155611,1.374638496,0.976467421,5.911833333,1.954125,4.70975151,1.328007188,1.005889855,3.416333333,0.681333333,3.850582073,0.945080495,1.286902988,5.986833333,2.023875,5.426117299,1.487297192,0.397213274,3.933083333,1.065125,3.999075117,1.008629292,1.211051823,3.691375,0.867291667,3.839881573,0.827000972,1.033876788,6.038625,2.125208333,6.190604725,1.436624201,0.221280394,5.991208333,1.951,4.122555245,1.448400476,0.638749079,6.42525,2.133833333,4.547715414,1.542102069,1.509417561,5.13575,1.504625,4.830199249,1.493404965,1.317086282,4.939208333,1.377291667,4.387460326,1.09823092,1.536033106,4.896708333,1.512125,4.239680091,1.23334102,1.501145937
27,210.2176445,26/01/2009,3.604375,0.439041667,1.532618929,0.452575544,1.491887517,4.194041667,1.0265,1.713874785,0.946017588,1.347117711,4.498291667,1.099416667,1.744384773,1.050229441,0.754334106,2.423125,0.845958333,1.907519103,1.050301042,1.164605104,3.604375,0.439041667,1.532618929,0.452575544,1.491887517,3.29875,0.808041667,1.747437099,0.922673473,1.141270746,3.576541667,1.603125,2.148656793,1.442354238,1.472281238,4.533083333,1.033666667,2.075369619,0.638374163,1.255745369,4.088208333,0.532125,2.198415395,0.625363589,1.264099338,4.129291667,0.572916667,2.038521372,0.563806117,1.379295049,4.135208333,0.943333333,1.934724751,0.988391558,1.425280834,3.6905,0.738958333,1.858309863,1.013778137,1.333414111,3.505916667,0.714208333,1.876082752,0.698880818,1.103340117
28,214.3130989,27/01/2009,3.875166667,1.3035,3.810674513,1.643589426,1.044989451,4.698,1.924791667,4.43067053,1.632570756,0.862019908,4.688291667,1.977833333,3.860697685,1.138240239,1.110270403,4.728708333,1.57625,2.549597344,0.65535139,0.597161813,3.875166667,1.3035,3.810674513,1.643589426,1.044989451,3.968333333,1.564541667,2.569502255,0.557728692,0.605003746,4.738166667,1.218166667,1.930616147,0.786746639,0.385958584,4.531458333,1.493708333,2.98746652,1.427333883,1.356295753,4.554375,1.8055,3.425731841,1.392429479,0.886186276,6.802083333,2.78725,3.92036502,1.141455281,0.295653683,4.585833333,2.075125,3.747587973,1.211724554,0.515146083,5.651583333,2.135708333,2.64418671,0.608004523,0.516390416,5.374958333,2.398583333,3.172300455,1.07955189,0.319290668
29,201.0798074,28/01/2009,4.723541667,1.482458333,3.601306161,1.382806753,0.185820337,6.03625,2.119166667,2.141867314,1.105140208,0.329041602,5.697833333,2.046416667,1.575733824,0.843209428,0.903658982,2.884666667,0.583041667,1.987587134,0.898484842,1.061827935,4.723541667,1.482458333,3.601306161,1.382806753,0.185820337,3.189958333,1.026125,1.56413942,0.989762054,1.170279685,2.636791667,0.357916667,2.026546207,0.54434909,0.982753889,5.144333333,1.453166667,3.237768789,1.276435423,0.212542153,6.558166667,2.10475,2.79607482,1.228756138,0.226878492,7.311,2.504791667,2.531277168,1.196644454,0.843957717,5.315125,1.948916667,2.447245334,1.060153392,1.021045191,5.021333333,1.708625,1.863636322,1.057883416,1.438512428,5.608,1.874625,2.16057788,0.806263012,1.141402484
30,219.706994,29/01/2009,1.68125,0.255708333,4.961230447,1.925336742,1.018130354,2.32525,0.420375,5.286020822,2.029866298,0.641289035,2.787,0.620791667,5.504912345,2.19370912,0.451229662,2.717416667,0.513208333,4.947160367,2.177982169,0.393902645,1.68125,0.255708333,4.961230447,1.925336742,1.018130354,2.118958333,0.32225,5.085885384,2.096412951,0.433872874,4.920083333,1.432166667,3.418654153,1.326578493,0.580900151,2.508791667,0.744166667,4.837900342,1.849663059,1.100576239,3.279708333,1.118125,5.185087348,1.964024493,0.954421825,5.87625,2.284208333,6.739750667,2.553475865,0.493406548,2.813125,0.704625,5.896174461,2.342457541,0.512278601,4.1565,1.360708333,6.179887778,2.471992768,0.465487319,4.031125,1.464833333,5.560532674,2.050665634,0.501026534
31,228.1600022,30/01/2009,3.135458333,1.0135,6.371260139,2.53736209,1.511882433,3.295375,0.986666667,6.001975533,2.270938037,1.425752708,3.434333333,1.10625,6.112722659,2.271083548,1.303348249,3.173208333,1.065125,6.539640646,2.513126475,0.746523448,3.135458333,1.0135,6.371260139,2.53736209,1.511882433,2.517333333,0.630125,6.160566736,2.414624525,0.897850522,6.486583333,2.030833333,4.287335575,1.190250473,0.478848279,3.698916667,1.206375,6.16803367,2.44364436,1.518620404,4.329291667,1.487166667,6.299826978,2.402001872,1.379799993,5.209875,1.7535,6.772067029,2.439302076,1.040479232,3.319666667,0.932291667,6.556503227,2.511535364,0.910604083,4.05025,1.205583333,6.478490003,2.40859532,0.696821461,3.868125,1.124625,5.106295777,1.902605758,0.821470806
32,227.2085311,31/01/2009,2.232833333,0.499333333,6.703498325,2.302068485,1.697103391,2.601291667,0.55,6.049141073,2.114705023,1.539710046,3.311875,0.938041667,6.269460831,2.089681357,1.375497454,3.063833333,0.725708333,6.208672524,2.158938405,1.339306435,2.232833333,0.499333333,6.703498325,2.302068485,1.697103391,1.735791667,0.195666667,6.692596748,2.453156965,1.345048998,5.067208333,1.134125,4.432409246,1.670251494,1.449318312,1.622416667,-0.080125,6.387209184,2.315158693,1.441012528,2.306208333,0.106083333,6.281000393,2.248353364,1.059789951,3.610291667,0.612333333,6.29587177,2.309373445,0.951500155,2.286666667,0.302125,6.87949506,2.528590805,1.401942109,2.706583333,0.317916667,5.978100875,2.225168295,0.906775073,1.851333333,-0.069625,4.983840697,1.912375745,0.939719592
